Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile	Ribohits.summed	Ribohits.summed.length	ISD.p1.iupred2	ISD.p2.iupred2	Length.p1	Length.p2	RSA.p1	RSA.p2	Disprop.p1	Disprop.p2	ISD.p2.grafted	tai.4.log
YNL191W	1	69.8	0.2359	0.23047	0.461665	0.247882913165266	0.5917	0.3607	25	13	5	0.352791666666667	0.256583333333333	102	0	8	0.0792079207920792	0.4111	0.2558	4	12	0.27475	0.24825	0.409	0.332583333333333	0.2647025	-1.00962481650081
YNL192W	0	16.6	0.0068	0.3147	0.5095175	0.294920778072502	0.0041	0.0013	3	9	2	0.335	0.2545	86	0	0	0	0.0076	0.0063	1	8	0.446	0.227375	0.588	0.397875	0.19761	NA
YNL197C	1	85.4	0.7414	0.5183725	0.7041175	0.574572768532526	0.5007	0.0156	8	49	27	0.494571428571429	0.324428571428571	691	0	9	0.0130434782608696	0.1147	0.0447	26	48	0.235653846153846	0.231354166666667	0.396538461538462	0.290145833333333	0.030205	-0.763786300752099
YNL201C	1	68.7	0.3639	0.1719625	0.373115	0.268944289044289	0.4737	0.0922	9	12	19	0.44175	0.269125	189	0	4	0.0212765957446809	0.2855	0.3573	18	11	0.280333333333333	0.269818181818182	0.397944444444444	0.444818181818182	0.2009625	-1.28113410220868
YNL202W	0	4.29	0.0241	0.201115	0.38	0.129394520547945	0.1316	0.0037	3	21	6	0.188	0.165	138	0	0	0	0.1396	0.011	5	20	0.2698	0.22335	0.2612	0.30255	0.04618	NA
YNL207W	1	112	0.3263	0.2140675	0.43326	0.357075529411765	0.4521	0.3441	12	2	4	0.330272727272727	0.267	51	0	14	0.28	0.3338	0.3774	3	1	0.189333333333333	0.143	0.390333333333333	0.263	0.26904	-0.950695142213102
YNL208W	1	17.5	0.7079	0.314085	0.529215	0.826976884422111	0.9084	0.0963	10	6	12	0.437888888888889	0.255555555555556	112	0	140	1.26126126126126	0.4353	0.9024	11	5	0.229727272727273	0.3144	0.347090909090909	0.5234	0.539565	-1.22144928159761
YNL209W	1	3532	0.0062	0.008445	0.069465	0.306317292006525	0.3922	0.0079	24	6	20	0.236434782608696	0.186260869565217	120	0	382	3.21008403361345	0.0126	0.5853	19	5	0.206789473684211	0.2556	0.288052631578947	0.3606	0.36573	-1.14051688797922
YNL212W	1	63.9	0.0112	0.0748725	0.2146525	0.302044373401535	0.1717	0.0081	7	16	25	0.2755	0.199	148	0	1	0.00680272108843537	0.0092	0.0064	24	15	0.222208333333333	0.205933333333333	0.349666666666667	0.273866666666667	0.02231	-0.992073751832496
YNL213C	1	12.2	0.3191	0.2498575	0.4360925	0.410457943925234	0.4314	0.0592	3	25	16	0.188	0.2025	123	0	7	0.0573770491803279	0.1752	0.101	15	24	0.245	0.2345	0.323733333333333	0.297291666666667	0.0633875	NA
YNL214W	1	9.26	0.3314	0.308045	0.5342625	0.221936180904523	0.2565	0.0897	20	13	5	0.433368421052632	0.26921052631579	255	0	12	0.047244094488189	0.5591	0.3254	4	12	0.3735	0.2785	0.45575	0.377833333333333	0.2521975	-1.28886517333488
YNL215W	1	25.3	0.1384	0.2706025	0.47364	0.709524375	0.2031	0.013	6	9	2	0.3982	0.2526	66	0	4	0.0615384615384615	0.1449	0.257	1	8	0.446	0.270125	0.588	0.402625	0.3569675	-1.34664310357573
YNL216W	1	67.1	0.0269	0.1009575	0.2640475	0.538904715840387	0.251	0.0026	10	3	2	0.307777777777778	0.204333333333333	137	0	3	0.0220588235294118	0.1731	0.207	1	2	0.411	0.31	0.781	0.499	0.416115	-0.811822718066768
YNL218W	0	14.7	NA	NA	NA	0.296485689948893	0.6647	0.1688	NA	NA	NA	NA	NA	65	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YNL219C	0	45.5	0.1049	0.1147	0.2841625	0.0374288288288288	0.1566	0.0408	27	NA	6	0.401576923076923	0.254576923076923	166	1	0	0	0.3651	NA	5	NA	0.229	NA	0.324	NA	NA	-0.877350118821498
YNL220W	0	726	0.3449	0.4588025	0.6508525	0.198176443418014	0.327	0.0171	6	32	27	0.4792	0.2584	108	0	0	0	0.0266	0.0346	26	31	0.246576923076923	0.227290322580645	0.315423076923077	0.283354838709677	0.0643475	-0.790454785365759
YNL221C	1	14.4	NA	NA	NA	0.300711771428571	0.1667	0.0341	1	3	5	NA	NA	141	0	2	0.0142857142857143	0.2174	0.1397	4	2	0.3105	0.2505	0.3865	0.288	0.36801	NA
YNL222W	1	2.16	0.3031	0.5069	0.701465	0.256248058252427	0.1496	0.0686	13	11	8	0.44375	0.3115	177	0	16	0.0909090909090909	0.1362	0.0659	7	10	0.297	0.2858	0.432857142857143	0.3367	0.29978	-1.66488452252895
YNL223W	0	30	0.2793	0.26825	0.4858825	0.233191295546559	0.3662	0.0333	8	2	15	0.473285714285714	0.274571428571429	69	0	0	0	0.1141	0.2884	14	1	0.233642857142857	0.143	0.317642857142857	0.263	0.26904	-0.662748379424261
YNL224C	0	17.3	0.3402	0.140755	0.3128375	0.511012255541069	0.6102	0.0312	6	NA	23	0.412	0.2158	136	1	0	0	0.0954	NA	22	NA	0.212	NA	0.249136363636364	NA	NA	-1.01867857108401
YNL225C	1	18.6	0.0173	0.0965025	0.261915	0.416751807228916	0.0599	0.0054	12	9	4	0.352454545454545	0.238363636363636	106	0	2	0.019047619047619	0.0295	0.0442	3	8	0.221666666666667	0.230375	0.171666666666667	0.245125	0.1769075	-1.35589555998421
YNL227C	0	22.7	NA	NA	NA	0.408821016949153	0.5367	0.3897	1	20	6	NA	NA	71	0	0	0	0.6928	0.522	5	19	0.3408	0.273631578947368	0.6218	0.427894736842105	0.3648925	NA
YNL230C	0	10	0.6948	0.3760525	0.5676625	0.4815327176781	0.7069	0.1285	2	50	36	0.665	0.364	378	0	0	0	0.8638	0.5494	35	49	0.294628571428571	0.268795918367347	0.541914285714286	0.470979591836735	0.404225	NA
YNL231C	1	214	0.3202	0.3249225	0.52686	0.226250712250712	0.1984	0.2051	4	7	6	0.383	0.283333333333333	76	0	6	0.08	0.3265	0.4224	5	6	0.3316	0.313333333333333	0.4248	0.3865	0.386985	NA
YNL232W	0	183	0.0258	0.072295	0.220875	0.436803424657534	0.4467	0.0208	10	NA	3	0.254444444444444	0.193777777777778	67	1	0	0	0.4083	NA	2	NA	0.2625	NA	0.349	NA	NA	-1.26530231872086
YNL233W	0	8.06	0.194	0.28616	0.5097975	0.5912283632287	0.2035	0.0998	19	25	10	0.392	0.269166666666667	86	0	0	0	0.0987	0.3546	9	24	0.329	0.280416666666667	0.430555555555556	0.3805	0.42942	-1.47197196201698
YNL236W	1	34.1	0.0232	0.1171075	0.26781	0.165901232032854	0.0414	0.0667	5	7	3	0.212	0.146	92	0	1	0.010989010989011	0.1235	0.0642	2	6	0.2765	0.1905	0.26	0.305666666666667	0.160245	-1.35169378040511
YNL237W	0	0.01	0.1797	0.2710975	0.471935	0.046541394335512	0.3885	0.0067	5	7	2	0.26875	0.21975	170	0	0	0	0.3983	0.2572	1	6	0.411	0.259833333333333	0.781	0.431	0.3922125	-1.15722167815135
YNL238W	1	13.4	0.4455	0.177575	0.38404	0.335241769041769	0.9062	0.0571	12	20	18	0.349909090909091	0.273545454545455	133	0	12	0.0909090909090909	0.2775	0.2012	17	19	0.240470588235294	0.246578947368421	0.363941176470588	0.339526315789474	0.07785	-0.729618220707826
YNL239W	1	65	0.0443	0.1500475	0.3273175	0.195076651982379	0.1407	0.0492	8	23	2	0.350285714285714	0.184	137	0	55	0.404411764705882	0.1275	0.1156	1	22	0.446	0.236772727272727	0.588	0.354772727272727	0.168625	-1.26252504442043
YNL240C	1	4.89	0.0409	0.07394	0.2409575	0.262436048879837	0.3224	0.0822	28	4	2	0.379962962962963	0.23262962962963	111	0	2	0.0181818181818182	0.2988	0.2253	1	3	0.446	0.289	0.588	0.521333333333333	0.323175	-2.16997111758104
YNL241C	0	313	0.3364	0.201865	0.41546	0.234677425742574	0.639	0.0353	13	NA	11	0.359833333333333	0.254916666666667	197	1	0	0	0.5094	NA	10	NA	0.2625	NA	0.4004	NA	NA	-1.09344002885954
YNL243W	1	409	0.6227	0.3533125	0.545725	0.35993305785124	0.5302	0.0372	2	9	20	0.713	0.278	87	0	10	0.116279069767442	0.0706	0.1497	19	8	0.222421052631579	0.180875	0.234368421052632	0.173375	0.077185	NA
YNL244C	1	1187	0.0127	0.0322975	0.1365875	0.298825925925926	0.1578	0.0087	25	17	31	0.32425	0.214291666666667	143	0	229	1.61267605633803	0.022	0.169	30	16	0.229966666666667	0.2480625	0.3369	0.452	0.227475	-0.383893527678138
YNL245C	1	12.3	0.6237	0.4998025	0.6898925	0.580309497206704	0.7184	0.1749	49	13	6	0.554708333333333	0.269375	618	0	15	0.0243111831442464	0.4034	0.0894	5	12	0.257	0.211666666666667	0.4652	0.297833333333333	0.0472125	-1.15373054306376
YNL246W	1	36.6	NA	NA	NA	0.329039772727273	0.6428	0.0669	1	3	32	NA	NA	279	0	22	0.079136690647482	0.0987	0.4858	31	2	0.212967741935484	0.143	0.366258064516129	0.263	0.2252125	NA
YNL247W	0	419	0.1233	0.061475	0.2040975	0.270337157757497	0.4782	0.2061	27	NA	26	0.326769230769231	0.228961538461538	103	1	0	0	0.0374	NA	25	NA	0.20364	NA	0.27232	NA	NA	-0.588289768445311
YNL248C	1	47.7	0.0525	0.0460275	0.1695775	0.290185060240964	0.661	0.1151	19	8	4	0.309888888888889	0.208444444444444	200	0	18	0.0904522613065327	0.7984	0.442	3	7	0.258666666666667	0.263142857142857	0.352666666666667	0.43	0.264795	-1.59012306475343
YNL249C	1	10	0.0511	0.1236925	0.3198425	0.127979704797048	0.1365	0.0185	29	10	2	0.365642857142857	0.241107142857143	546	0	1	0.0018348623853211	0.078	0.2616	1	9	0.342	0.286444444444445	0.285	0.539666666666667	0.4385625	-0.733955630291604
YNL251C	1	210	0.0652	0.01564	0.103365	0.48082452173913	0.921	0.0373	42	13	11	0.314487804878049	0.212609756097561	158	0	15	0.0955414012738854	0.5175	0.7526	10	12	0.2303	0.238666666666667	0.4116	0.407583333333333	0.24595	-1.32218435612887
YNL252C	1	144	0.0508	0.0991625	0.2598825	0.28301103202847	0.1006	0.0453	24	9	35	0.261434782608696	0.238565217391304	128	0	45	0.354330708661417	0.0231	0.2594	34	8	0.228970588235294	0.31925	0.294235294117647	0.502625	0.3980125	-0.780249286735695
YNL253W	1	20.2	0.6428	0.3053875	0.501305	0.194401658767773	0.6838	0.0331	3	9	19	0.332	0.2075	157	0	12	0.0769230769230769	0.4795	0.4257	18	8	0.268166666666667	0.246375	0.419111111111111	0.401875	0.265175	NA
YNL254C	0	9.24	0.0978	0.106505	0.27706	0.280216209476309	0.2877	0.0188	13	3	27	0.377	0.203583333333333	227	0	0	0	0.0267	0.4067	26	2	0.223423076923077	0.3515	0.335884615384615	0.3395	0.4216	-1.47682393702109
YNL255C	1	1751	0.3139	0.2453925	0.4684975	0.0466522875816993	0.0814	0.0345	29	32	2	0.4485	0.288785714285714	280	0	242	0.867383512544803	0.1914	0.4641	1	31	0.361	0.291129032258065	0.394	0.424870967741935	0.4693225	-1.18260876484422
YNL256W	1	57.6	0.0179	0.1676275	0.3441225	0.193855825242718	0.0766	0.0033	5	7	3	0.2355	0.194	61	0	2	0.0333333333333333	0.1164	0.0386	2	6	0.3575	0.2575	0.5125	0.362333333333333	0.2029125	-1.45306005743215
YNL258C	0	93.2	NA	NA	NA	0.19554124668435	0.1089	0.0101	NA	4	3	NA	NA	114	1	0	0	0.2662	0.3767	2	3	0.446	0.376666666666667	0.588	0.386	0.47225	NA
YNL259C	1	13	0.0242	0.055955	0.1919875	0.147121917808219	0.3536	0.0153	15	7	2	0.308357142857143	0.229857142857143	89	0	39	0.443181818181818	0.4685	0.6412	1	6	0.411	0.383166666666667	0.781	0.654833333333333	0.596045	-1.05070057932363
YNL261W	1	9.47	0.1322	0.202235	0.4123025	0.110878496868476	0.0705	0.1239	28	21	26	0.384777777777778	0.25562962962963	125	0	5	0.0403225806451613	0.2102	0.0766	25	20	0.27704	0.2432	0.40268	0.32165	0.1807475	-1.14753672107237
YNL263C	1	3.96	0.0032	0.3533125	0.545725	0.214693312101911	8e-04	0.0038	2	11	4	0.713	0.278	99	0	4	0.0408163265306122	0.0044	0.0046	3	10	0.293	0.2687	0.336333333333333	0.388	0.157485	NA
YNL264C	1	52.7	NA	NA	NA	0.232893428571429	0.1103	0.0064	1	5	4	NA	NA	141	0	4	0.0285714285714286	0.0221	0.0154	3	4	0.319666666666667	0.249	0.396666666666667	0.19325	0.255425	NA
YNL265C	0	56.3	NA	NA	NA	0.324887583892617	0.518	0.0198	NA	2	9	NA	NA	149	1	0	0	0.2676	0.5139	8	1	0.202875	0.361	0.2265	0.394	0.358525	NA
YNL267W	0	18.7	0.1229	0.4441975	0.6388075	0.349023639774859	0.0303	0.1796	4	25	NA	0.602	0.375333333333333	132	1	0	0	NA	0.1566	NA	24	NA	0.296833333333333	NA	0.423458333333333	0.287555	NA
YNL268W	0	60.5	NA	NA	NA	0.130128968903437	0.016	0.0118	NA	14	11	NA	NA	134	1	0	0	0.0741	0.0349	10	13	0.2784	0.287692307692308	0.5072	0.446538461538461	0.3554475	NA
YNL270C	0	0.153	0.0033	0.2130225	0.38909	0.0930577661431065	0.0189	0.0049	2	4	NA	0.117	0.136	93	1	0	0	NA	0.004	NA	3	NA	0.227666666666667	NA	0.355333333333333	0.2256425	NA
YNL272C	1	135	0.6982	0.1819425	0.3555025	0.471364163372859	0.9058	0.193	3	23	6	0.09	0.125	111	0	3	0.0272727272727273	0.6305	0.4084	5	22	0.2494	0.227681818181818	0.2542	0.322454545454545	0.1654625	NA
YNL273W	0	11.7	0.7163	0.3779175	0.570555	0.239623182552504	0.5853	0.243	2	5	NA	0.781	0.411	55	1	0	0	NA	0.7994	NA	4	NA	0.25525	NA	0.31525	0.3776375	NA
YNL274C	0	51.3	0.6202	0.4260225	0.62106	0.293062	0.5521	0.0217	5	NA	15	0.56675	0.30475	105	1	0	0	0.0868	NA	14	NA	0.249142857142857	NA	0.368214285714286	NA	NA	-0.827878867735228
YNL275W	1	6.69	0.1827	0.28354	0.50651	0.0880098958333333	0.1539	0.0246	12	17	4	0.335363636363636	0.252	90	0	12	0.134831460674157	0.3415	0.0779	3	16	0.361666666666667	0.2590625	0.565	0.381375	0.22861	-2.01145811280893
YNL277W	1	24.1	0.3807	0.358055	0.550475	0.26038024691358	0.3908	0.1811	2	12	31	0.437	0.269	121	0	104	0.866666666666667	0.0958	0.457	30	11	0.257166666666667	0.253545454545455	0.304333333333333	0.367	0.45576	NA
YNL278W	1	18.7	0.4388	0.2008425	0.41421	0.525378018867925	0.7559	0.2801	44	41	7	0.394139534883721	0.257767441860465	190	0	8	0.0423280423280423	0.6986	0.6473	6	40	0.261333333333333	0.2842	0.334166666666667	0.4182	0.4022375	-2.35939254300541
YNL280C	0	55.2	0.0221	0.082855	0.2340575	0.0308513698630137	0.025	0.0683	32	30	23	0.334935483870968	0.229677419354839	104	0	0	0	5e-04	0.02	22	29	0.174545454545455	0.228758620689655	0.175727272727273	0.353758620689655	0.07088	-0.818786956692509
YNL281W	1	181	0.2182	0.2936875	0.5165825	0.311356209150327	0.2953	0.1921	13	12	5	0.32525	0.249916666666667	161	0	74	0.4625	0.1976	0.2641	4	11	0.201	0.249636363636364	0.2695	0.411	0.2583375	-1.37030283819337
YNL283C	0	11.7	NA	NA	NA	0.414851491053678	0.7728	0.4968	NA	NA	2	NA	NA	53	1	0	0	0.7951	NA	1	NA	0.366	NA	0.407	NA	NA	NA
YNL286W	1	15	0.1526	0.1804625	0.3927025	0.396935438596491	0.6026	0.1758	15	4	17	0.356785714285714	0.254214285714286	89	0	3	0.0340909090909091	0.1042	0.4254	16	3	0.25075	0.307333333333333	0.3886875	0.547	0.3481675	-1.14922591668809
YNL287W	1	897	0.0178	0.0898025	0.244505	0.186766417112299	0.1287	0.1924	8	57	3	0.337285714285714	0.220571428571429	233	0	48	0.206896551724138	0.1114	0.4358	2	56	0.2965	0.280589285714286	0.3915	0.452053571428571	0.46343	-1.06961248390846
YNL288W	0	233	0.0028	0.009685	0.075335	0.280130294906166	0.0844	0.0021	19	NA	5	0.274222222222222	0.180833333333333	153	1	0	0	0.4612	NA	4	NA	0.301	NA	0.6425	NA	NA	-1.60245623580047
YNL289W	1	7.08	0.3499	0.329615	0.5565	0.243140501792115	0.3458	0.1676	21	3	23	0.40985	0.2757	137	0	35	0.257352941176471	0.1589	0.1904	22	2	0.244954545454545	0.161	0.338636363636364	0.1475	0.203825	-0.960900640843166
YNL290W	0	58.8	0.0742	0.1051775	0.2905025	0.234459117647059	0.2235	0.2104	19	22	7	0.316555555555556	0.224222222222222	76	0	0	0	0.2864	0.1263	6	21	0.306666666666667	0.238809523809524	0.3395	0.278571428571429	0.180095	-2.04999578276574
YNL291C	1	28.5	0.078	0.1455075	0.3341025	0.136965145985401	0.1394	0.0988	30	10	16	0.381206896551724	0.279	119	0	11	0.0932203389830508	0.3627	0.6318	15	9	0.3048	0.342444444444444	0.364933333333333	0.576666666666667	0.5850825	-1.06961248390846
YNL292W	1	232	0.0398	0.0334425	0.1362775	0.376300992555831	0.4771	0.0303	30	14	29	0.295172413793103	0.213620689655172	112	0	18	0.162162162162162	0.0263	0.0461	28	13	0.227892857142857	0.264076923076923	0.309571428571429	0.389230769230769	0.0612275	-1.19731888984995
YNL293W	1	8.05	0.0775	0.046185	0.1639775	0.341367456556082	0.6508	0.0269	10	18	17	0.310555555555556	0.173222222222222	102	0	5	0.0495049504950495	0.0286	0.0201	16	17	0.2150625	0.194941176470588	0.227	0.218764705882353	0.0132675	-2.28747202489247
YNL294C	0	1.25	0.2713	0.1672625	0.37325	0.180250469043152	0.5204	0.2296	36	26	50	0.351285714285714	0.257885714285714	154	0	0	0	0.2737	0.2826	49	25	0.243367346938775	0.25248	0.329285714285714	0.38152	0.157575	-2.42601513195981
YNL298W	0	5.53	0.0398	0.1851575	0.37343	0.50618325415677	0.1782	0.0094	7	22	NA	0.381	0.224	107	1	0	0	NA	0.013	NA	21	NA	0.212095238095238	NA	0.321714285714286	0.0509975	-1.25548232517875
YNL299W	0	20.9	NA	NA	NA	0.368339096573209	0.5222	0.3487	NA	7	4	NA	NA	65	1	0	0	0.3969	0.3706	3	6	0.246333333333333	0.246333333333333	0.258666666666667	0.327166666666667	0.210075	NA
YNL301C	1	3108	0.4396	0.3108825	0.5132725	0.371070967741935	0.5681	0.0241	5	2	48	0.495	0.2145	159	0	180	1.13924050632911	0.0111	0.4186	47	1	0.216468085106383	0.125	0.283659574468085	0.09	0.24268	-0.896325688768469
YNL302C	1	849	0.4586	0.2595775	0.4592825	0.329576388888889	0.5415	0.0192	4	9	24	0.387666666666667	0.199	128	0	360	2.83464566929134	0.0615	0.3758	23	8	0.237086956521739	0.28475	0.314260869565217	0.482875	0.236065	NA
YNL306W	1	50.1	0.3124	0.324085	0.533715	0.235683410138249	0.3072	0.0853	9	7	23	0.493	0.25175	115	0	11	0.0964912280701754	0.0721	0.2188	22	6	0.247090909090909	0.213333333333333	0.302818181818182	0.3585	0.2061	-1.20782723527659
YNL307C	1	75.2	NA	NA	NA	0.1729064	0.2546	0.0025	1	5	15	NA	NA	342	0	21	0.06158357771261	0.0696	0.0308	14	4	0.236928571428571	0.14325	0.347142857142857	0.1025	0.0804575	NA
YNL308C	1	228	0.9496	0.4016625	0.59774	0.593585617597293	0.9468	0.0772	3	2	17	0.3975	0.3165	139	0	20	0.144927536231884	0.2806	0.9621	16	1	0.24275	0.342	0.349125	0.285	0.37919	NA
YNL309W	1	8.18	0.6063	0.4580075	0.654975	0.760185238095238	0.7545	0.2794	23	8	3	0.471181818181818	0.276954545454545	128	0	29	0.228346456692913	0.778	0.4219	2	7	0.3635	0.225	0.4005	0.322714285714286	0.2465825	-1.67959464753469
YNL310C	1	28.4	0.2428	0.16676	0.3778	0.326554022988506	0.8341	0.2387	18	12	2	0.346647058823529	0.245529411764706	88	0	18	0.206896551724138	0.853	0.7928	1	11	0.411	0.285636363636364	0.781	0.378272727272727	0.5057025	-1.08923824928044
YNL311C	0	12.5	NA	NA	NA	0.176015596330275	0.0655	0.0072	NA	5	2	NA	NA	58	1	0	0	0.0263	0.017	1	4	0.446	0.24775	0.588	0.251	0.229295	NA
YNL312W	1	447	0.0114	0.057085	0.194525	0.347791208791209	0.094	0.006	11	8	4	0.3061	0.2264	79	0	10	0.128205128205128	0.1483	0.0094	3	7	0.292666666666667	0.219714285714286	0.385333333333333	0.230571428571429	0.0619275	-1.17976782518164
YNL314W	1	1.5	0.1082	0.103795	0.2874975	0.493440392156863	0.5463	0.0806	21	8	5	0.33275	0.22885	104	0	3	0.029126213592233	0.4452	0.4266	4	7	0.27775	0.269571428571429	0.27575	0.392714285714286	0.2657375	-1.65688876106569
YNL315C	0	47.3	0.0136	0.0303825	0.1350275	0.35558679245283	0.33	0.0096	16	NA	22	0.223533333333333	0.199533333333333	108	1	0	0	0.0363	NA	21	NA	0.239714285714286	NA	0.297333333333333	NA	NA	-1.0643119319958
YNL316C	0	19.7	0.0807	0.144775	0.3115	0.198175149700599	0.1343	0.0134	4	NA	12	0.155333333333333	0.151666666666667	49	1	0	0	0.014	NA	11	NA	0.193545454545455	NA	0.280727272727273	NA	NA	NA
YNL317W	1	73.7	0.1529	0.15616	0.3473125	0.284948172043011	0.3695	0.0796	8	17	5	0.306428571428571	0.240142857142857	104	0	3	0.029126213592233	0.2966	0.1456	4	16	0.27225	0.2716875	0.4865	0.3391875	0.136355	-0.59113070810789
YNL321W	1	6.63	0.0011	0.0164275	0.0746925	0.220138546255507	0.0019	0.0013	37	36	34	0.263666666666667	0.193388888888889	131	0	2	0.0153846153846154	0.0028	0.0033	33	35	0.211757575757576	0.202485714285714	0.32430303030303	0.3316	0.0362175	-0.70663957300703
YNL322C	0	50.7	0.0034	0.1515375	0.3285975	0.366328115015974	0.0069	0.0655	6	NA	14	0.31	0.2392	76	1	0	0	0.0292	NA	13	NA	0.270538461538462	NA	0.294538461538462	NA	NA	-1.04637595578109
YNL323W	1	63.2	0.0169	0.1346425	0.3193275	0.245569565217391	0.0802	0.0024	10	4	33	0.342333333333333	0.258444444444444	117	0	37	0.318965517241379	0.0014	0.3017	32	3	0.1903125	0.422666666666667	0.235375	0.716666666666667	0.469415	-1.52634141546161
YNL325C	0	7.62	0.0481	0.1552875	0.337525	0.182017178612059	0.0799	0.0579	7	6	4	0.279666666666667	0.222666666666667	59	0	0	0	0.0476	0.1943	3	5	0.235666666666667	0.264	0.265	0.3426	0.281575	-0.741565886666913
YNL326C	0	23.7	0.2817	0.3533125	0.545725	0.0777330357142857	0.3459	0.0719	2	NA	43	0.713	0.278	135	1	0	0	0.2392	NA	42	NA	0.282452380952381	NA	0.380071428571429	NA	NA	NA
YNL327W	1	35.3	0.0097	0.135755	0.3232175	0.352854851104707	0.0086	0.0027	11	10	7	0.4156	0.2692	119	0	88	0.745762711864407	0.0057	0.0264	6	9	0.280333333333333	0.275444444444444	0.296833333333333	0.361666666666667	0.2879475	-1.00648103004165
YNL328C	0	8.79	NA	NA	NA	0.263721917808219	0.2968	0.0849	NA	NA	8	NA	NA	42	1	0	0	0.1438	NA	7	NA	0.242428571428571	NA	0.296	NA	NA	NA
YNL329C	0	22.9	0.2154	0.264195	0.47352	0.14951427184466	0.242	0.0364	8	NA	2	0.444	0.229	59	1	0	0	0.3249	NA	1	NA	0.446	NA	0.588	NA	NA	-1.55188824159319
YNL330C	1	61.7	0.5046	0.4438475	0.65455	0.197000923787529	0.4105	0.1736	21	12	11	0.47145	0.3297	259	0	24	0.0930232558139535	0.1295	0.2409	10	11	0.2988	0.299909090909091	0.3949	0.424363636363636	0.2335775	-1.05070057932363
YNL331C	1	1.28	0.1236	0.274525	0.4669225	0.219504255319149	0.2411	0.0362	3	8	2	0.3915	0.2965	219	0	5	0.0229357798165138	0.2541	0.0114	1	7	0.278	0.175714285714286	0.713	0.212714285714286	0.0672125	NA
YNR001C	1	150	0.1305	0.1898075	0.381955	0.226656993736952	0.2735	0.0097	6	4	22	0.3332	0.2706	189	0	65	0.345744680851064	0.0838	0.2182	21	3	0.25252380952381	0.310666666666667	0.34847619047619	0.357333333333333	0.2985175	-1.02261566032605
YNR002C	0	1.22	0.0425	0.4729275	0.6664525	0.120537234042553	0.0057	0.0316	7	9	NA	0.505833333333333	0.321	147	1	0	0	NA	0.029	NA	8	NA	0.322875	NA	0.427375	0.345065	-1.09849070568892
YNR003C	1	13.9	0.0486	0.38862	0.5837	0.197805993690852	0.1144	0.1497	3	10	22	0.713	0.278	99	0	11	0.112244897959184	0.0453	0.0831	21	9	0.242857142857143	0.254111111111111	0.352142857142857	0.418222222222222	0.2751225	NA
YNR006W	1	18.5	0.0132	0.0072475	0.0741725	0.521792765273312	0.8318	0.0149	37	3	10	0.214666666666667	0.1945	128	0	8	0.062992125984252	0.2291	0.4912	9	2	0.192777777777778	0.136	0.279666666666667	0.1425	0.1879525	-1.95530571282166
YNR007C	1	39.6	0.0099	0.0576725	0.18755	0.328735483870968	0.2548	0.0089	8	25	19	0.224857142857143	0.207571428571429	302	0	11	0.0365448504983389	0.1766	0.2595	18	24	0.2645	0.283291666666667	0.392166666666667	0.430541666666667	0.3366625	-1.22534821438013
YNR008W	1	2.42	0.5593	0.53314	0.7038225	0.268605446293495	0.2953	0.3059	54	5	2	0.437735849056604	0.306849056603774	246	0	35	0.142857142857143	0.2951	0.5392	1	4	0.446	0.3345	0.588	0.33625	0.5087925	-0.534631553033736
YNR009W	0	26.1	NA	NA	NA	0.511834136546185	0.4435	0.0164	NA	NA	19	NA	NA	83	1	0	0	0.3079	NA	18	NA	0.236055555555556	NA	0.407055555555556	NA	NA	NA
YNR010W	1	15.5	0.0077	0.01135	0.09236	0.529379194630872	0.2991	0.0955	26	33	8	0.2346	0.19384	118	0	33	0.282051282051282	0.0434	0.0546	7	32	0.205	0.22546875	0.234142857142857	0.32725	0.0628675	-1.3196717721655
YNR011C	1	4.85	0.0335	0.02292	0.1197125	0.300695091324201	0.4249	0.0221	36	4	22	0.251828571428571	0.214914285714286	156	0	10	0.0645161290322581	0.0972	0.4689	21	3	0.223142857142857	0.241666666666667	0.363047619047619	0.322666666666667	0.18979	-1.20809999650839
YNR012W	1	17.8	0.0148	0.3779175	0.570555	0.151532335329341	0.0138	0.0124	2	9	4	0.781	0.411	80	0	1	0.0126582278481013	0.1399	0.0338	3	8	0.365	0.26925	0.450333333333333	0.296	0.252055	NA
YNR013C	1	59.7	0.0085	0.3666825	0.565835	0.196604921700224	0.0042	0.0066	4	11	13	0.506666666666667	0.298333333333333	101	0	12	0.12	0.022	0.0212	12	10	0.2725	0.2744	0.345166666666667	0.3996	0.259815	NA
