Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile
YOR305W	0	14.4	0.3809	0.3549375	0.582430100009525	0.163338016528926	0.1669	0.133	13	7	11	0.460916666666667	0.349916666666667	79	0
YOR306C	0	1.37	0.0053	0.2852325	0.500818752314111	0.144238003838772	0.0021	0.0029	8	NA	3	0.443571428571429	0.272	61	1
YOR307C	1	13	0.0815	0.265475	0.489782142132818	0.0820295805739514	0.1221	0.0111	14	2	4	0.358538461538462	0.248384615384615	298	0
YOR308C	1	3.93	0.1503	0.0716825	0.243684203904467	0.631979897785349	0.6159	0.0324	26	2	8	0.3674	0.2338	183	0
YOR311C	1	14.6	0.0083	0.0607075	0.220333982090244	0.0952696551724138	0.0133	0.0063	20	15	61	0.363421052631579	0.257157894736842	208	0
YOR312C	0	426	0.0151	0.063645	0.208947937194444	0.214588372093023	0.2535	0.0058	11	26	10	0.2694	0.2201	85	0
YOR313C	0	1.21	0.0719	0.133225	0.339853293067412	0.344068343195266	0.3148	0.0443	23	6	4	0.321045454545455	0.251181818181818	210	0
YOR315W	1	2.26	0.0835	0.08038	0.26426255709504	0.376270809248555	0.2881	0.0083	27	7	2	0.356192307692308	0.2385	412	0
YOR316C	1	31.9	0.1845	0.161755	0.394139441381641	0.217874487471526	0.291	0.1573	42	9	5	0.316219512195122	0.252658536585366	141	0
YOR317W	1	336	0.0406	0.08799	0.274507926582877	0.199829571428571	0.1865	0.0068	30	14	7	0.356551724137931	0.237068965517241	250	0
YOR319W	0	26.8	0.2867	0.39652	0.600544200164678	0.12930234741784	0.1901	0.0315	6	NA	13	0.4906	0.269	133	1
YOR320C	1	17.1	0.0115	0.24963	0.430844194454267	0.0979802443991853	0.022	0.048	2	12	6	0.195	0.147	92	0
YOR321W	0	24.1	NA	NA	NA	0.111691500664011	0.0211	0.0268	NA	3	5	NA	NA	37	1
YOR322C	1	9.81	0.254	0.1879525	0.362202936516427	0.526044009779951	0.4454	0.0448	3	16	7	0.1425	0.136	78	0
YOR323C	1	253	0.0459	0.19822	0.389081417862644	0.219655043859649	0.1598	0.0292	5	20	4	0.33425	0.2495	82	0
YOR324C	0	3.41	NA	NA	NA	0.431537707641196	0.0105	0.0803	NA	NA	17	NA	NA	134	1
YOR326W	0	415	0.4652	0.37919	0.571344142794546	0.229923379923761	0.2763	0.4912	2	NA	14	0.285	0.342	54	1
YOR327C	0	27.4	0.2865	0.4580075	0.667056862772953	0.328364347826087	0.0059	0.1472	15	8	37	0.498714285714286	0.298142857142857	118	0
YOR329C	1	14.5	0.4604	0.19491	0.414366698272355	0.646554128440367	0.5831	0.1709	13	3	5	0.39475	0.284166666666667	105	0
YOR332W	0	513	NA	NA	NA	0.307144206008584	0.1583	0.0234	NA	NA	16	NA	NA	71	1
YOR334W	0	8.47	0.0408	0.048475	0.185308970641405	0.140160425531915	0.245	0.0523	14	NA	6	0.256	0.202769230769231	98	1
YOR335C	1	1079	0.0765	0.1250275	0.333579900244454	0.253031106471816	0.1281	0.0229	20	3	5	0.362842105263158	0.249842105263158	132	0
YOR336W	1	10.6	0.2454	0.24457	0.46685557541202	0.158255897435897	0.5211	0.0686	15	27	37	0.376	0.235357142857143	178	0
YOR337W	1	10.2	0.3744	0.4149775	0.638204843013651	0.257024242424242	0.164	0.1099	32	43	14	0.43958064516129	0.283516129032258	216	0
YOR339C	0	6.07	0.0573	0.2677525	0.469611248066908	0.165857051282051	0.0722	0.2152	5	2	4	0.364	0.2275	250	0
YOR340C	1	105	0.4695	0.2846425	0.521627199118002	0.427046932515337	0.9202	0.2134	20	5	12	0.410947368421053	0.301315789473684	116	0
YOR344C	1	6.69	0.2566	0.1888125	0.407131049815877	0.489195189003436	0.4775	0.339	14	45	6	0.293846153846154	0.257	151	0
YOR346W	0	383	NA	NA	NA	0.246618172588833	0.1328	0.0813	NA	2	12	NA	NA	82	1
YOR347C	1	57.7	NA	NA	NA	0.238326679841897	0.2808	0.0046	1	11	4	NA	NA	55	0
YOR349W	0	9.73	0.0172	0.17106	0.370274794680225	0.072191124260355	0.0431	0.0055	9	NA	3	0.27225	0.24875	44	1
YOR350C	1	13.5	NA	NA	NA	0.14240814479638	0.3019	0.0175	1	14	5	NA	NA	68	0
YOR354C	1	94.5	0.2754	0.3262425	0.557408438299137	0.194835404624277	0.213	0.0972	22	5	9	0.371571428571429	0.265666666666667	115	0
YOR355W	1	21.3	0.2328	0.1894025	0.390951547253318	0.575852298850575	0.4776	0.1083	9	35	24	0.423375	0.23625	189	0
YOR356W	0	359	0.2501	0.2054125	0.406779572321315	0.241211251980983	0.5047	0.0074	8	25	NA	0.414285714285714	0.242	115	1
YOR357C	1	8.49	0.035	0.1704125	0.370203793050362	0.26838024691358	0.0418	0.2455	9	8	7	0.36625	0.28225	105	0
YOR358W	0	12.1	0.6112	0.41439	0.609056435884254	0.580652479338843	0.2298	0.0394	3	43	11	0.747	0.3445	291	0
YOR359W	0	40	0.0526	0.127855	0.322274723578045	0.594322179732314	0.1656	0.0067	13	4	NA	0.267583333333333	0.23575	124	1
YOR360C	1	65.6	0.0593	0.06719	0.232098664506021	0.139351520912548	0.3514	0.0279	22	13	16	0.283571428571429	0.238666666666667	101	0
YOR362C	1	329	0.4536	0.1937475	0.380449416161175	0.346904861111111	0.7747	0.183	4	8	2	0.260333333333333	0.183666666666667	135	0
YOR367W	1	21.5	0.2486	0.2351275	0.459023371438982	0.2789465	0.3639	0.1904	12	5	15	0.299636363636364	0.248727272727273	99	0
YOR368W	0	2.76	0.3224	0.31185	0.545791322906561	0.229879551122194	0.3454	0.0899	17	20	NA	0.36025	0.2740625	111	1
YOR369C	1	2549	0.2452	0.3046175	0.501743151528071	0.247466433566434	0.3326	0.0059	3	19	7	0.332	0.2075	98	0
YOR370C	1	237	0.1122	0.1446775	0.34821380184119	0.243490381426202	0.4903	0.0166	18	8	27	0.365588235294118	0.244588235294118	161	0
YOR371C	0	19	0.0301	0.1291375	0.316566495119999	0.298205797101449	0.046	0.1083	13	NA	2	0.323	0.214416666666667	83	1
YOR372C	1	8.93	0.4979	0.2412625	0.42402184733524	0.576189711191336	0.6065	0.04	2	24	43	0.113	0.187	332	0
YOR374W	1	683	0.4278	0.4633375	0.652944548367284	0.202059537572254	0.174	0.035	4	15	36	0.453666666666667	0.300666666666667	143	0
YOR375C	1	2010	0.046	0.2028975	0.38259387973967	0.237186123348018	0.1098	0.0713	3	12	2	0.1765	0.134	97	0
YOR377W	1	19.8	0.0578	0.3419925	0.549773729422156	0.142175619047619	0.0265	0.028	6	4	8	0.3838	0.2512	222	0
YOR380W	0	1.86	0.0939	0.183505	0.397558864352233	0.21668021978022	0.1167	0.0474	13	17	5	0.35725	0.26575	55	0
YOR381W	0	1.09	0.0092	0.0247025	0.134026069885891	0.0948804500703235	0.1798	0.0808	18	23	NA	0.323294117647059	0.197235294117647	115	1
YOR382W	1	0.51	0.0192	0.04503	0.189434481440436	0.407145098039216	0.0748	0.0107	22	15	11	0.306428571428571	0.226952380952381	95	0
YOR383C	0	0.82	0.0866	0.2061875	0.401620274123102	0.48255637254902	0.2077	0.0293	5	4	2	0.2905	0.199	199	0
YOR384W	0	2.87	0.2432	0.3084125	0.523648902373287	0.100081988472622	0.1617	0.0635	9	24	28	0.429875	0.260375	1034	0
YOR386W	1	9.31	0.1349	0.3779175	0.570554923422358	0.156924601769911	0.1943	0.0105	2	7	6	0.781	0.411	226	0
YPL001W	1	16.8	0.0063	0.01279	0.0944840450133228	0.138118449197861	0.2755	0.0124	13	4	7	0.197666666666667	0.181333333333333	55	0
YPL002C	1	11	0.1814	0.40608	0.600757194767099	0.092762660944206	0.0406	0.0526	3	2	11	0.56	0.322	373	0
YPL003W	0	1.35	NA	NA	NA	0.129141125541126	0.0684	0.044	NA	NA	NA	NA	NA	22	1
YPL004C	1	1006	0.6874	0.2805875	0.4898313548947	0.475733431085044	0.8867	0.0337	6	4	27	0.3326	0.2482	191	0
YPL005W	1	16.8	NA	NA	NA	0.222696204620462	0.2068	0.0225	1	5	16	NA	NA	107	0
YPL006W	0	8.87	0.3494	0.4094575	0.597894967975564	0.0839561538461538	0.1934	0.0343	2	14	NA	1	0.342	69	1
YPL007C	1	19.8	0.1452	0.2841175	0.519510454255156	0.126098129251701	0.067	0.0796	14	12	24	0.366538461538462	0.302	97	0
YPL008W	1	3.04	0.0555	0.062945	0.224061126661373	0.239490940766551	0.3127	0.0242	20	16	10	0.309842105263158	0.236842105263158	79	0
YPL009C	1	107	0.484	0.1819425	0.356702911147006	0.408265221579961	0.8496	0.119	3	5	9	0.09	0.125	186	0
YPL010W	1	61.4	0.4414	0.464345	0.67003854663122	0.192912169312169	0.1972	0.0248	11	7	36	0.4753	0.3245	126	0
YPL011C	0	33.7	0.0749	0.0555125	0.204456551903372	0.417704249291785	0.3887	0.1245	17	16	NA	0.3283125	0.2144375	113	1
YPL013C	0	11.5	NA	NA	NA	0.275176859504132	0.3249	0.2745	NA	NA	NA	NA	NA	8	1
YPL015C	1	62	0.0583	0.0244875	0.137578909021937	0.270709523809524	0.854	0.0324	23	26	18	0.285863636363636	0.193454545454545	322	0
YPL018W	1	14.5	0.0103	0.0686325	0.234861741739858	0.239334959349594	0.0171	0.0625	17	13	21	0.2905625	0.2324375	1163	0
YPL019C	1	156	0.0064	0.06551	0.221945089244923	0.271181077844311	0.0158	0.0042	19	22	21	0.306333333333333	0.2295	81	0
YPL020C	0	8.47	NA	NA	NA	0.353767793880837	0.0189	0.0058	NA	5	12	NA	NA	61	1
YPL022W	1	23.4	0.58	0.242835	0.438324184031096	0.287129727272727	0.785	0.0444	4	6	15	0.212666666666667	0.203333333333333	212	0
YPL023C	1	18.9	0.0422	0.1339525	0.336832502363453	0.234284779299848	0.1522	0.0694	14	4	13	0.347538461538462	0.274	134	0
YPL024W	0	14.9	0.0601	0.076655	0.243622421014576	0.294346058091286	0.5882	0.0366	17	7	NA	0.3230625	0.2165	70	1
YPL026C	1	33.6	0.0619	0.034155	0.157457058829728	0.278440836653386	0.6357	0.0062	17	40	15	0.282	0.1948125	246	0
YPL027W	0	1.41	0.1133	0.0803225	0.262947025670185	0.315635510204082	0.5859	0.2199	25	7	6	0.34625	0.235958333333333	122	0
YPL028W	0	951	0.0118	0.15835	0.347657813274508	0.233788693467337	0.0689	0.0066	8	18	NA	0.381714285714286	0.220428571428571	97	1
YPL029W	1	17.3	0.257	0.330705	0.557548576012812	0.179580732700136	0.3925	0.2043	14	8	7	0.401615384615385	0.257461538461538	76	0
YPL030W	1	81.1	0.0918	0.050205	0.192344527645384	0.264675485008818	0.5499	0.0756	14	16	2	0.259538461538461	0.181538461538462	89	0
YPL031C	0	71.5	0.0891	0.1187025	0.329469159728666	0.222355081967213	0.1399	0.0882	26	9	14	0.3282	0.22704	81	0
YPL032C	1	57.3	0.7409	0.368135	0.576046982422892	0.498506181818182	0.6773	0.0077	6	15	26	0.5354	0.2594	358	0
YPL033C	1	1.22	0.076	0.2565875	0.470657112900857	0.085764768683274	0.0297	0.1456	7	33	21	0.425333333333333	0.302166666666667	153	0
YPL037C	1	797	0.43	0.2772475	0.472988527909673	0.467300636942675	0.4404	0.0963	3	11	2	0.2455	0.1985	51	0
YPL038W	1	9.41	0.3807	0.358055	0.550477697409763	0.427250282485876	0.3113	0.2164	2	24	20	0.437	0.269	113	0
YPL042C	0	3.03	NA	NA	NA	0.298988288288288	0.8849	0.0151	NA	22	29	NA	NA	107	1
YPL043W	1	170	0.6851	0.358525	0.552064543264296	0.492171094890511	0.5516	0.1688	2	7	26	0.394	0.361	97	0
YPL045W	1	20.7	0.4084	0.4155075	0.609429788491793	0.0973820802005013	0.3808	0.1022	3	33	6	0.499	0.31	240	0
YPL046C	1	8.44	0.0556	0.1362375	0.356780782310963	0.232294949494949	0.0422	0.0248	37	9	21	0.355333333333333	0.258222222222222	228	0
YPL047W	1	17.5	0.4087	0.36618	0.556384247951101	0.312115151515152	0.2779	0.0255	2	26	10	0.259	0.269	359	0
YPL048W	1	685	0.0124	0.0458525	0.183980030910498	0.220528915662651	0.3566	0.0362	16	13	18	0.276933333333333	0.210666666666667	121	0
YPL049C	1	23.5	NA	NA	NA	0.704573008849558	0.7509	0.4592	1	42	47	NA	NA	187	0
YPL050C	1	38.3	0.3101	0.3112825	0.542738330841989	0.195563797468354	0.1559	0.0544	16	3	24	0.4606	0.284	158	0
YPL051W	1	21.7	NA	NA	NA	0.190146464646465	0.3882	0.0514	1	8	20	NA	NA	168	0
YPL052W	1	1.39	0.0045	0.1365625	0.308942082333237	0.122570547945205	0.0185	0.0095	6	33	15	0.3266	0.18	190	0
YPL053C	1	63.2	0.0227	0.05994	0.222764841870106	0.168534080717489	0.2812	0.0159	26	7	5	0.23412	0.2198	95	0
YPL055C	1	26	0.0955	0.19903	0.390472327054383	0.713280421686747	0.2848	0.2169	6	9	8	0.367	0.214	71	0
YPL057C	1	13.2	0.4622	0.4289075	0.649939852732077	0.0912039267015707	0.3623	0.0976	32	43	5	0.401161290322581	0.28241935483871	445	0
YPL059W	1	83.7	0.044	0.02116	0.133861426182909	0.244281333333333	0.7691	0.0355	39	9	17	0.252526315789474	0.214315789473684	137	0
YPL060W	0	5.71	0.0886	0.2855	0.506197474631505	0.148673365617433	0.1116	0.0305	10	NA	17	0.415444444444444	0.267777777777778	54	1
YPL061W	1	5292	0.0629	0.13829	0.342803015822719	0.2290908	0.0878	0.0163	17	25	32	0.3224375	0.2325625	123	0
YPL063W	0	84.6	NA	NA	NA	0.337553571428571	0.5025	0.1875	NA	4	18	NA	NA	72	1
YPL064C	0	23.1	0.0537	0.0327575	0.167931987787136	0.357137541528239	0.3986	0.0274	39	2	13	0.294078947368421	0.225578947368421	126	0
YPL065W	0	14.9	0.0245	0.36284	0.571299399785877	0.233966115702479	0.0093	0.0118	5	NA	3	0.436	0.331	65	1
YPL069C	1	30.2	0.208	0.37026	0.592079700208836	0.147353134328358	0.0472	0.0421	12	2	4	0.379909090909091	0.278909090909091	144	0
YPL070W	1	8.24	0.2063	0.1664	0.362872287167119	0.364298529411765	0.2672	0.1563	9	21	5	0.328625	0.235625	103	0
YPL072W	0	6.4	0.3051	0.43423	0.63264543367307	0.246091983967936	0.1945	0.2728	5	9	NA	0.60025	0.26425	47	1
YPL074W	1	12.1	0.3022	0.3082375	0.542233471500017	0.395054774535809	0.3542	0.1582	24	26	7	0.407695652173913	0.257434782608696	133	0
YPL075W	1	10.6	0.3312	0.2005025	0.380820585877159	0.411692229299363	0.4536	0.086	3	15	20	0.188	0.165	219	0
YPL076W	1	5.42	0.0618	0.10155	0.317110330497264	0.0436757142857143	0.0255	0.0422	136	6	11	0.373177777777778	0.255525925925926	784	0
YPL078C	1	321	0.2172	0.4690975	0.65861208613239	0.197743032786885	0.1321	0.1927	4	35	43	0.681	0.335333333333333	257	0
YPL079W	1	4531	0.0108	0.02713	0.143885313274791	0.348383125	0.2754	0.0291	21	27	26	0.3111	0.1997	111	0
YPL081W	1	1420	0.4981	0.1807575	0.358868181274184	0.329656345177665	0.761	0.1503	3	8	12	0.0975	0.124	173	0
YPL083C	1	6.8	0.3702	0.201075	0.398171285892466	0.292089507494647	0.6072	0.1645	5	36	30	0.2295	0.241	130	0
YPL084W	1	121	0.0098	0.0072925	0.07276656361353	0.267763033175355	0.4344	0.0323	18	7	11	0.214823529411765	0.175647058823529	151	0
YPL086C	1	59.8	0.3215	0.358525	0.552064543264296	0.258702154398564	0.2162	0.0324	2	23	4	0.394	0.361	118	0
YPL087W	1	3.33	0.0204	0.0273875	0.151721973305082	0.0274	0.4415	0.0359	40	9	3	0.316769230769231	0.219641025641026	147	0
YPL089C	1	9.68	0.3355	0.163065	0.383528823230915	0.733741568047337	0.5972	0.2351	19	5	28	0.394777777777778	0.291944444444444	127	0
YPL090C	1	1556	0.7036	0.3533125	0.545728731775002	0.385214830508475	0.559	0.0432	2	8	6	0.713	0.278	138	0
YPL091W	1	220	0.05	0.08315	0.27220351258391	0.228986956521739	0.3415	0.0265	27	5	25	0.367576923076923	0.2415	111	0
YPL092W	0	1.23	0.0048	0.032495	0.155825829186395	0.0385713973799127	0.1631	0.0029	15	NA	9	0.2075	0.208357142857143	100	1
YPL093W	1	501	0.0079	0.006145	0.0653759425195318	0.327439258114374	0.524	0.0016	13	17	29	0.173166666666667	0.1565	238	0
YPL094C	0	197	0.0725	0.1438475	0.339965020309754	0.193403649635036	0.5487	0.0261	11	7	17	0.3692	0.2105	62	0
YPL095C	1	5.98	0.0151	0.1951775	0.386418890824478	0.223259649122807	0.0573	0.0069	4	11	6	0.267666666666667	0.168	52	0
YPL096C-A	1	NA	0.005	0.052665	0.196158988705672	0.00890441176470588	0.0418	0.0021	13	15	4	0.314916666666667	0.211083333333333	133	0
YPL096W	1	49.2	0.498	0.3184325	0.54209068027163	0.180641597796143	0.5914	0.296	10	3	20	0.328666666666667	0.296111111111111	112	0
YPL097W	1	16.7	0.0206	0.0822675	0.261513209515707	0.181801219512195	0.0197	0.0159	25	11	7	0.311791666666667	0.250791666666667	114	0
YPL098C	1	2.98	0.0672	0.1397725	0.34004602005421	0.304940707964602	0.1894	0.0067	15	26	34	0.410571428571429	0.233071428571429	169	0
YPL099C	1	5.18	0.0045	0.016495	0.115402483620402	0.245692857142857	0.0678	0.004	33	12	3	0.30190625	0.21509375	188	0
YPL100W	0	52.5	NA	NA	NA	0.318000806451613	0.361	0.0068	NA	NA	8	NA	NA	47	1
YPL101W	0	8.17	NA	NA	NA	0.400651315789474	0.3432	0.0102	NA	29	15	NA	NA	122	1
YPL103C	1	5.73	0.0981	0.314985	0.518793261649788	0.177300641025641	0.0347	0.0617	4	2	7	0.327666666666667	0.289666666666667	137	0
YPL104W	1	24.7	0.3062	0.32664	0.539105916081168	0.21153282674772	0.2277	0.0376	7	4	39	0.4275	0.258833333333333	137	0
YPL105C	1	73.3	0.1528	0.1959625	0.385597390757088	0.52844617196702	0.2411	0.0452	6	22	21	0.4576	0.2092	159	0
YPL106C	1	2506	0.6043	0.23852	0.424766030939004	0.354523232323232	0.7668	0.0335	2	8	7	0	0.101	140	0
YPL111W	0	630	0.0289	0.1428025	0.334284571592271	0.226558558558559	0.0278	0.0097	10	17	24	0.448555555555556	0.234777777777778	81	0
YPL112C	0	30.3	NA	NA	NA	0.179879949238579	0.1732	0.0049	NA	NA	3	NA	NA	65	1
YPL116W	1	47.2	0.2692	0.1073575	0.292750704228482	0.33832137733142	0.6268	0.0167	15	6	10	0.331642857142857	0.247285714285714	142	0
YPL117C	0	417	0.0262	0.078925	0.251038887969172	0.283739930555556	0.2643	0.0262	18	5	7	0.293176470588235	0.230764705882353	54	0
YPL118W	1	26.6	0.438	0.4839525	0.680416343845418	0.307307848837209	0.2939	0.129	7	17	20	0.602833333333333	0.3865	87	0
YPL120W	1	27.2	0.1266	0.1386725	0.350875404730299	0.360938599640934	0.4262	0.0647	21	10	2	0.33725	0.2472	101	0
YPL122C	0	81.5	0.0934	0.1416275	0.357497768085099	0.187185769980507	0.2754	0.0475	28	16	NA	0.314666666666667	0.235407407407407	98	1
YPL123C	1	7.89	0.0704	0.2921775	0.499864409168361	0.186402995391705	0.1844	0.0294	5	15	10	0.45625	0.3065	140	0
YPL124W	1	5.83	0.1753	0.1773475	0.374330653444358	0.583453754940711	0.2915	0.4552	7	2	5	0.329166666666667	0.2705	64	0
YPL125W	1	65	NA	NA	NA	0.0899166666666667	0.3249	0.1033	1	7	6	NA	NA	65	0
YPL127C	1	128	0.0581	0.055985	0.217554029789105	0.495858527131783	0.3714	0.0237	30	42	3	0.315172413793103	0.216103448275862	139	0
YPL128C	1	70.7	0.6986	0.3554175	0.553014251457661	0.359200177935943	0.7642	0.0193	3	21	5	0.422	0.2895	277	0
YPL129W	1	70	NA	NA	NA	0.38450368852459	0.326	0.0563	1	20	4	NA	NA	107	0
YPL131W	1	1115	0.1659	0.19931	0.387767706480194	0.295624242424242	0.303	0.0829	5	9	14	0.2195	0.19375	96	0
YPL132W	0	1.68	0.391	0.24963	0.430844194454267	0.162680333333333	0.5197	0.1206	2	NA	11	0.195	0.147	57	1
YPL133C	0	9.25	0.0101	0.3168875	0.507028652471518	0.390934080717489	0.0188	0.0422	2	6	4	0.45	0.218	145	0
YPL134C	1	59.3	0.247	0.3533125	0.545728731775002	0.0991983870967742	0.0862	0.0987	2	35	11	0.713	0.278	133	0
YPL135W	1	228	NA	NA	NA	0.254284848484849	0.4363	0.0687	1	16	3	NA	NA	366	0
YPL137C	1	26.8	0.3726	0.37113	0.580513508896957	0.408355094043887	0.2912	0.0166	9	47	4	0.40625	0.260625	165	0
YPL138C	1	17.4	0.0532	0.07932	0.26373095830161	0.204214164305949	0.1452	0.0724	35	18	6	0.331911764705882	0.243705882352941	158	0
YPL139C	1	40	0.0168	0.03754	0.176172957435222	0.210776739130435	0.3507	0.0087	22	17	6	0.258380952380952	0.218333333333333	90	0
YPL140C	1	22.8	0.2082	0.1991	0.402327576321986	0.332728260869565	0.2223	0.0572	8	30	12	0.359142857142857	0.225428571428571	189	0
YPL143W	1	251	0.0116	0.174535	0.353264248389331	0.256391588785047	0.0578	0.0043	3	6	26	0.045	0.113	137	0
YPL144W	1	27.7	0.1566	0.238665	0.465232564803192	0.178414864864865	0.0702	0.0376	14	2	6	0.363307692307692	0.251076923076923	137	0
YPL145C	1	636	0.3575	0.457915	0.651709033794686	0.241715207373272	0.1693	0.0177	4	6	30	0.537333333333333	0.347	469	0
YPL146C	1	109	0.0139	0.0139175	0.11077267912124	0.53347032967033	0.3648	0.0147	42	11	23	0.29890243902439	0.223853658536585	142	0
YPL147W	1	1.8	0.0393	0.0969	0.293984832106452	0.108351494252874	0.1841	0.0417	29	4	21	0.368035714285714	0.247	114	0
YPL148C	0	5.58	0.0238	0.0663225	0.233061171169853	0.102619075144509	0.127	0.0354	24	23	8	0.382739130434783	0.236347826086957	174	0
YPL149W	0	6.56	NA	NA	NA	0.106645578231293	0.2388	0.0431	NA	NA	8	NA	NA	34	1
YPL151C	1	30.2	0.242	0.2567075	0.453230045862137	0.274386917960089	0.3201	0.0346	3	17	19	0.3925	0.287	98	0
YPL152W	0	23.9	NA	NA	NA	0.184660893854749	0.4706	0.02	NA	6	27	NA	NA	95	1
YPL153C	1	61.1	0.4254	0.289085	0.531138602713297	0.331693422655298	0.7281	0.223	37	7	14	0.362138888888889	0.262472222222222	179	0
YPL154C	1	113	0.0048	0.0262075	0.139222797774549	0.18940962962963	0.0385	0.0279	21	2	16	0.32485	0.2237	125	0
YPL155C	1	10	0.1591	0.1074125	0.313510657229425	0.461537818696884	0.745	0.0315	40	3	2	0.394615384615385	0.246564102564103	418	0
YPL156C	1	1.39	0.1952	0.2024175	0.436281942349276	0.274904929577465	0.3979	0.1753	35	17	13	0.411852941176471	0.254941176470588	122	0
YPL157W	1	2.76	0.2926	0.276715	0.515934345039671	0.19631873015873	0.4805	0.135	35	6	18	0.360764705882353	0.273294117647059	402	0
YPL158C	0	3.08	0.3174	0.1592025	0.346181584400675	0.576879683377309	0.4874	0.1076	6	15	4	0.2564	0.231	54	0
YPL159C	1	1.41	0.0484	0.0407275	0.172894956835251	0.49086837944664	0.3876	0.0026	18	44	3	0.344647058823529	0.220117647058824	336	0
YPL160W	1	1834	0.118	0.1924	0.40374528808977	0.216715688073395	0.2929	0.1078	10	14	29	0.359333333333333	0.263555555555556	172	0
YPL163C	1	11	0.0884	0.0700975	0.243822884020258	0.355664615384615	0.5278	0.0656	28	25	3	0.332148148148148	0.232259259259259	256	0
YPL166W	1	10.1	0.3156	0.2380875	0.474932420900913	0.438255868544601	0.4259	0.0302	24	45	31	0.417565217391304	0.257086956521739	1128	0
YPL169C	1	60.5	NA	NA	NA	0.300088647746244	0.2846	0.0223	1	18	39	NA	NA	200	0
YPL170W	1	64.3	0.1563	0.1790625	0.413536671370193	0.367894736842105	0.2865	0.1171	42	26	3	0.355317073170732	0.256536585365854	157	0
YPL171C	0	3.13	0.3898	0.486505	0.673162963443535	0.2596275	0.3194	0.0122	4	3	26	0.441666666666667	0.340666666666667	113	0
YPL172C	1	2.15	0.4619	0.36618	0.556384247951101	0.176527489177489	0.1645	0.0633	2	5	7	0.259	0.269	138	0
YPL173W	1	19.2	0.0197	0.0252975	0.129999840003253	0.382368013468014	0.3164	0.0171	12	15	17	0.229363636363636	0.185454545454545	164	0
YPL174C	1	3.39	0.1576	0.2552625	0.487656077006005	0.2262383640553	0.1839	0.0677	15	3	2	0.461285714285714	0.276857142857143	72	0
YPL175W	0	15.5	NA	NA	NA	0.142137168141593	0.63	0.0422	NA	17	30	NA	NA	113	1
YPL176C	1	4.75	0.0642	0.13265	0.345215617268288	0.196739335887612	0.1757	0.0209	32	4	18	0.351064516129032	0.239032258064516	297	0
YPL177C	0	6.58	NA	NA	NA	0.512516339869281	0.4819	0.0185	NA	8	32	NA	NA	116	1
YPL178W	0	77.1	0.5099	0.2106875	0.41190889813968	0.3379375	0.7861	0.0367	7	NA	32	0.326	0.236833333333333	118	1
YPL179W	1	4.84	0.0171	0.091515	0.261622278609733	0.322155737704918	0.1839	0.0019	15	28	4	0.325714285714286	0.221071428571429	257	0
YPL180W	1	7.38	0.5916	0.36957	0.601822978897039	0.639828535669587	0.7715	0.3418	32	10	13	0.439258064516129	0.294161290322581	203	0
YPL181W	0	19.5	0.3308	0.2465675	0.472212226980173	0.683342687747036	0.3924	0.12	13	32	NA	0.38075	0.25125	109	1
YPL183C	1	51.7	0.0447	0.1974475	0.405072408885587	0.122449160908193	0.082	0.0646	8	23	5	0.342714285714286	0.279571428571429	87	0
YPL183W-A	1	23	0.8874	0.337585	0.534975103152015	0.177952688172043	0.4596	0.0278	3	25	21	0.4395	0.3025	130	0
YPL184C	0	90.9	0.016	0.03379	0.155602107828993	0.321756699346405	0.4354	0.0043	11	14	NA	0.1839	0.1678	98	1
YPL186C	1	11.9	0.0188	0.0078625	0.0771658284409217	0.706113815789474	0.4534	0.0213	22	19	32	0.308809523809524	0.184047619047619	148	0
YPL187W	1	0.698	0.2322	0.2113375	0.417090622855498	0.269794545454546	0.2169	0.0275	8	21	4	0.313428571428572	0.219714285714286	228	0
YPL188W	1	43.2	0.5694	0.2829425	0.476998139876429	0.278366183574879	0.4762	0.0642	3	9	20	0.298	0.2095	125	0
YPL189C-A	1	0.047	0.0086	0.026415	0.144562354181528	0.248426470588235	0.3486	0.0266	28	54	10	0.324148148148148	0.204592592592593	235	0
YPL189W	0	1.45	0.0318	0.29516	0.498478128259264	0.0481940886699507	0.0973	0.0174	4	2	6	0.513	0.247666666666667	123	0
YPL190C	1	86	0.3192	0.0811525	0.246659914181657	0.703265087281795	0.6966	0.0087	15	25	19	0.391285714285714	0.225714285714286	446	0
